BuildingType,PrimaryPropertyType,Neighborhood,BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),PercentagePropertyGFABuildings,GFAperBuilding,GFAperFloor,LargestPropertyUseType,LargestPropertyUseTypeGFAPourcentage,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFAPourcentage,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFAPourcentage,ENERGYSTARScore,PercentageSteamUse(kBtu),PercentageElectricity(kBtu),SiteEnergyUseWN(kBtu),SiteEUIWN(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
NonResidential,Retail Store,EAST,106,1,2,24750,0,24750,100.0,24750.0,12375.0,Retail Store,78.0,Office,8.0,Medical Office,5.0,,0.0,32.0,906960.625,40.20000076,28.07,1.13
NonResidential,K-12 School,EAST,112,1,3,60000,0,60000,100.0,60000.0,20000.0,K-12 School,81.0,,,,,52.0,0.0,39.0,3928621.25,80.5,121.63,2.03
NonResidential,Other,EAST,62,1,2,46560,0,46560,100.0,46560.0,23280.0,Other - Entertainment/Public Assembly,100.0,,,,,,0.0,57.0,734550.6875,15.80000019,17.31,0.37
NonResidential,Other,MAGNOLIA / QUEEN ANNE,36,1,3,30408,0,30408,100.0,30408.0,10136.0,Bank Branch,82.0,Parking,18.0,,,61.0,0.0,98.0,1469861.875,58.79999924,10.04,0.33
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,96,1,3,30109,0,30109,100.0,30109.0,10036.0,Office,94.0,Parking,24.0,,,89.0,0.0,60.0,1589657.75,56.0,34.03,1.13
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,56,1,2,25481,0,25481,100.0,25481.0,12740.0,Office,100.0,,,,,92.0,0.0,21.0,1052797.5,41.29999924,38.59,1.51
NonResidential,Senior Care Community,SOUTHEAST,49,1,1,141297,0,141297,100.0,141297.0,141297.0,Senior Care Community,100.0,,,,,76.0,0.0,33.0,20378838.0,144.1999969,717.93,5.08
NonResidential,Small- and Mid-Sized Office,LAKE UNION,104,1,2,27788,0,27788,100.0,27788.0,13894.0,Office,117.0,Other - Restaurant/Bar,18.0,,,73.0,0.0,78.0,2127889.25,56.79999924,35.99,1.3
NonResidential,Hotel,NORTHWEST,26,1,4,41704,8584,33120,79.0,33120.0,8280.0,Hotel,100.0,,,,,73.0,0.0,49.0,1974631.125,47.29999924,58.52,1.4
NonResidential,Warehouse,GREATER DUWAMISH,75,1,2,22324,0,22324,100.0,22324.0,11162.0,Non-Refrigerated Warehouse,94.0,,,,,53.0,0.0,27.0,723060.1875,34.40000153,22.33,1.0
NonResidential,Other,GREATER DUWAMISH,70,1,2,31360,0,31360,100.0,31360.0,15680.0,Other - Entertainment/Public Assembly,102.0,,,,,,0.0,60.0,1886366.625,58.90000153,39.65,1.26
NonResidential,Mixed Use Property,GREATER DUWAMISH,69,1,1,30496,0,30496,100.0,30496.0,30496.0,Retail Store,47.0,Manufacturing/Industrial Plant,34.0,Office,26.0,,0.0,58.0,2217613.5,68.0,46.01,1.51
NonResidential,Small- and Mid-Sized Office,EAST,94,1,3,27600,0,27600,100.0,27600.0,9200.0,Office,48.0,Retail Store,33.0,,,84.0,0.0,87.0,1103795.25,49.40000153,12.57,0.46
NonResidential,Senior Care Community,NORTHWEST,55,1,2,55974,0,55974,100.0,55974.0,27987.0,Senior Care Community,100.0,,,,,98.0,0.0,41.0,6412428.0,114.5,203.21,3.63
NonResidential,Senior Care Community,NORTH,62,1,1,22583,0,22583,100.0,22583.0,22583.0,Senior Care Community,100.0,,,,,95.0,0.0,35.0,2123591.75,94.0,70.92,3.14
NonResidential,Small- and Mid-Sized Office,LAKE UNION,19,1,3,31686,7358,24328,77.0,24328.0,8109.0,Office,82.0,Parking,21.0,Food Service,12.0,35.0,0.0,100.0,2305643.5,72.80000305,16.07,0.51
NonResidential,Small- and Mid-Sized Office,LAKE UNION,35,1,3,26694,6034,20660,77.0,20660.0,6887.0,Office,93.0,Parking,18.0,,,92.0,0.0,98.0,735909.0,29.5,5.02,0.19
NonResidential,Warehouse,NORTHWEST,44,1,1,29400,0,29400,100.0,29400.0,29400.0,Non-Refrigerated Warehouse,85.0,,,,,69.0,0.0,100.0,227509.5,9.100000381,1.59,0.05
NonResidential,Hotel,GREATER DUWAMISH,24,1,3,22452,0,22452,100.0,22452.0,7484.0,Hotel,100.0,,,,,85.0,0.0,41.0,1269576.0,56.5,41.88,1.87
NonResidential,Other,NORTHEAST,104,1,2,25767,0,25767,100.0,25767.0,12884.0,Bank Branch,68.0,,,,,22.0,0.0,98.0,1620383.625,92.90000153,11.02,0.43
NonResidential,Retail Store,NORTHEAST,63,1,4,33910,0,33910,100.0,33910.0,8478.0,Retail Store,43.0,Office,43.0,,,75.0,0.0,67.0,1904055.75,65.59999847,38.21,1.13
NonResidential,Worship Facility,NORTHEAST,89,1,2,78401,0,78401,100.0,78401.0,39200.0,Worship Facility,80.0,Office,13.0,K-12 School,6.0,,0.0,33.0,2846592.0,36.29999924,87.41,1.11
NonResidential,Warehouse,LAKE UNION,37,1,2,78716,0,78716,100.0,78716.0,39358.0,Non-Refrigerated Warehouse,52.0,Office,37.0,Retail Store,8.0,38.0,0.0,85.0,4311327.5,54.79999924,48.13,0.61
NonResidential,K-12 School,LAKE UNION,106,1,2,33300,0,33300,100.0,33300.0,16650.0,K-12 School,92.0,,,,,92.0,0.0,18.0,1903636.375,61.90000153,69.2,2.08
NonResidential,Supermarket / Grocery Store,LAKE UNION,59,1,1,28808,0,28808,100.0,28808.0,28808.0,Supermarket/Grocery Store,108.0,,,,,29.0,0.0,60.0,9450746.0,303.2000122,226.73,7.87
NonResidential,Small- and Mid-Sized Office,NORTHEAST,59,1,1,27966,7004,20962,75.0,20962.0,20962.0,Office,75.0,Parking,25.0,,,58.0,0.0,93.0,1181649.25,56.40000153,7.67,0.27
NonResidential,Supermarket / Grocery Store,NORTHEAST,66,1,1,26226,0,26226,100.0,26226.0,26226.0,Supermarket/Grocery Store,98.0,Parking,0.0,,,37.0,0.0,69.0,7798479.5,301.8999939,156.18,5.96
NonResidential,Mixed Use Property,NORTHEAST,40,1,2,34948,15755,19193,55.0,19193.0,9596.0,Bank Branch,55.0,Parking,55.0,,,17.0,0.0,95.0,1223177.375,63.79999924,8.09,0.23
NonResidential,Small- and Mid-Sized Office,LAKE UNION,18,1,3,37639,9999,27640,73.0,27640.0,9213.0,Office,54.0,Laboratory,20.0,,,,0.0,100.0,6197824.5,221.3999939,43.21,1.15
NonResidential,Other,DOWNTOWN,116,1,1,21420,0,21420,100.0,21420.0,21420.0,Museum,49.0,Bar/Nightclub,23.0,Supermarket/Grocery Store,9.0,,0.0,89.0,812371.625,41.79999924,9.72,0.45
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,1,20880,0,20880,100.0,20880.0,20880.0,Office,100.0,,,,,94.0,0.0,100.0,683274.0,32.70000076,4.76,0.23
NonResidential,Mixed Use Property,DOWNTOWN,50,1,3,26000,0,26000,100.0,26000.0,8667.0,Office,50.0,Other - Entertainment/Public Assembly,50.0,,,,0.0,77.0,1063035.875,40.90000153,18.62,0.72
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,3,38675,0,38675,100.0,38675.0,12892.0,Office,31.0,Restaurant,11.0,,,,0.0,65.0,1956121.125,119.4000015,43.91,1.14
Nonresidential COS,Small- and Mid-Sized Office,DOWNTOWN,87,1,4,49951,0,49951,100.0,49951.0,12488.0,Office,64.0,Other,48.0,,,,7.0,37.0,5683758.0,101.4000015,185.33,3.71
NonResidential,Medical Office,SOUTHEAST,6,1,2,25880,0,25880,100.0,25880.0,12940.0,Medical Office,100.0,,,,,8.0,0.0,92.0,1956483.5,75.59999847,19.81,0.77
NonResidential,Worship Facility,NORTHEAST,89,1,3,41013,0,41013,100.0,41013.0,13671.0,Worship Facility,78.0,Office,6.0,,,,0.0,36.0,1191549.25,34.59999847,37.43,0.91
NonResidential,Other,NORTHEAST,12,1,2,21075,0,21075,100.0,21075.0,10538.0,Social/Meeting Hall,86.0,Office,14.0,,,,0.0,38.0,1715969.625,81.40000153,53.88,2.56
NonResidential,Worship Facility,NORTHEAST,66,1,3,46485,0,46485,100.0,46485.0,15495.0,Worship Facility,138.0,,,,,83.0,0.0,45.0,1689227.75,26.39999962,47.03,1.01
NonResidential,Small- and Mid-Sized Office,NORTHWEST,51,1,4,56896,0,56896,100.0,56896.0,14224.0,Office,72.0,Parking,28.0,,,96.0,0.0,66.0,1507071.5,37.0,28.46,0.5
NonResidential,Worship Facility,NORTHWEST,38,1,2,27500,0,27500,100.0,27500.0,13750.0,Worship Facility,100.0,,,,,60.0,0.0,53.0,654455.1875,23.79999924,14.79,0.54
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,86,1,2,36630,0,36630,100.0,36630.0,18315.0,Office,60.0,Distribution Center,30.0,,,90.0,0.0,100.0,541943.3125,16.39999962,3.78,0.1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,3,26830,0,26830,100.0,26830.0,8943.0,Office,63.0,Other,37.0,,,,0.0,51.0,2139205.25,79.69999695,60.93,2.27
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,110,1,5,41920,0,41920,100.0,41920.0,8384.0,Office,100.0,,,,,95.0,0.0,100.0,1103594.75,26.29999924,7.69,0.18
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,111,1,5,36879,0,36879,100.0,36879.0,7376.0,Office,119.0,,,,,92.0,0.0,71.0,1664247.375,37.79999924,26.94,0.73
NonResidential,Other,DOWNTOWN,112,1,6,29820,0,29820,100.0,29820.0,4970.0,Other - Lodging/Residential,100.0,,,,,,0.0,66.0,1624991.375,54.5,35.72,1.2
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,111,1,2,33640,0,33640,100.0,33640.0,16820.0,Office,81.0,,,,,70.0,0.0,94.0,1144343.125,41.90000153,7.52,0.22
NonResidential,Warehouse,DOWNTOWN,110,1,4,43484,0,43484,100.0,43484.0,10871.0,Non-Refrigerated Warehouse,61.0,Retail Store,22.0,Office,17.0,18.0,0.0,100.0,1567040.75,36.0,10.92,0.25
NonResidential,Mixed Use Property,DOWNTOWN,116,1,3,22480,0,22480,100.0,22480.0,7493.0,Office,48.0,Other,48.0,Retail Store,32.0,,0.0,100.0,981009.125,34.09999847,6.84,0.3
NonResidential,Hotel,DOWNTOWN,91,1,4,33018,0,33018,100.0,33018.0,8254.0,Hotel,70.0,Retail Store,19.0,,,49.0,0.0,35.0,5153234.0,175.5,173.67,5.26
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,46,1,2,26510,0,26510,100.0,26510.0,13255.0,Office,116.0,,,,,91.0,0.0,88.0,1017753.188,33.0,11.18,0.42
NonResidential,Warehouse,LAKE UNION,78,1,1,40028,0,40028,100.0,40028.0,40028.0,Non-Refrigerated Warehouse,83.0,Retail Store,26.0,Office,15.0,80.0,0.0,100.0,942415.1875,19.0,6.76,0.17
NonResidential,Small- and Mid-Sized Office,LAKE UNION,9,1,3,44510,18228,26282,59.0,26282.0,8761.0,Office,59.0,Parking,41.0,,,23.0,0.0,97.0,2250450.5,85.59999847,15.25,0.34
NonResidential,Worship Facility,NORTH,62,1,1,21624,0,21624,100.0,21624.0,21624.0,Worship Facility,100.0,,,,,90.0,0.0,43.0,730124.5,33.79999924,20.96,0.97
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,23,1,3,21600,0,21600,100.0,21600.0,7200.0,Office,54.0,Restaurant,46.0,,,,0.0,71.0,1514428.75,70.09999847,32.42,1.5
NonResidential,Hotel,DOWNTOWN,106,1,5,40552,0,40552,100.0,40552.0,8110.0,Hotel,100.0,,,,,99.0,0.0,17.0,1377497.25,34.0,53.25,1.31
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,107,1,3,31432,0,31432,100.0,31432.0,10477.0,Office,73.0,Other,23.0,Multifamily Housing,4.0,,0.0,100.0,1439572.375,45.79999924,10.04,0.32
NonResidential,Retail Store,DOWNTOWN,99,1,2,24550,0,24550,100.0,24550.0,12275.0,Retail Store,55.0,Office,45.0,,,100.0,0.0,9.0,1031447.625,42.0,6.73,0.27
NonResidential,Other,CENTRAL,108,1,3,25864,0,25864,100.0,25864.0,8621.0,Social/Meeting Hall,52.0,Office,33.0,,,,0.0,42.0,1028277.313,47.20000076,34.61,1.34
NonResidential,Other,NORTHEAST,92,1,3,20686,0,20686,100.0,20686.0,6895.0,Other - Lodging/Residential,100.0,,,,,,0.0,35.0,1321763.125,63.90000153,42.71,2.06
NonResidential,Residence Hall,NORTHEAST,87,1,3,22124,0,22124,100.0,22124.0,7375.0,Residence Hall/Dormitory,100.0,,,,,82.0,0.0,98.0,652060.0,29.5,4.45,0.2
NonResidential,Residence Hall,NORTHEAST,90,1,3,27487,0,27487,100.0,27487.0,9162.0,Residence Hall/Dormitory,100.0,,,,,82.0,0.0,23.0,1753311.875,63.79999924,65.95,2.4
NonResidential,Residence Hall,NORTHEAST,90,1,4,23616,0,23616,100.0,23616.0,5904.0,Residence Hall/Dormitory,100.0,,,,,55.0,0.0,42.0,1771038.0,75.0,53.65,2.27
NonResidential,Residence Hall,NORTHEAST,40,1,3,33448,0,33448,100.0,33448.0,11149.0,Residence Hall/Dormitory,100.0,,,,,78.0,0.0,93.0,1073833.25,32.09999847,6.96,0.21
Nonresidential COS,Mixed Use Property,EAST,11,1,2,29508,7120,22388,76.0,22388.0,11194.0,Other - Recreation,38.0,Fitness Center/Health Club/Gym,28.0,Parking,22.0,,0.0,32.0,2506557.5,112.1999969,81.24,2.75
NonResidential,Senior Care Community,CENTRAL,29,1,2,74840,0,74840,100.0,74840.0,37420.0,Senior Care Community,100.0,,,,,48.0,0.0,48.0,8485438.0,113.4000015,249.46,3.33
Nonresidential COS,Other,CENTRAL,103,1,3,20992,0,20992,100.0,20992.0,6997.0,Performing Arts,117.0,Social/Meeting Hall,22.0,Other - Education,8.0,,0.0,20.0,2879554.5,93.19999695,104.74,4.99
NonResidential,K-12 School,CENTRAL,91,1,2,22344,0,22344,100.0,22344.0,11172.0,K-12 School,100.0,,,,,40.0,0.0,33.0,1663727.125,74.5,55.23,2.47
NonResidential,University,EAST,95,1,3,31900,0,31900,100.0,31900.0,10633.0,College/University,82.0,,,,,,0.0,28.0,2737986.0,105.3000031,96.2,3.02
Nonresidential COS,Other,BALLARD,66,1,2,29417,0,29417,100.0,29417.0,14708.0,Other - Recreation,63.0,Fitness Center/Health Club/Gym,30.0,Pre-school/Daycare,5.0,,0.0,36.0,1816709.0,61.09999847,56.25,1.91
NonResidential,Mixed Use Property,DOWNTOWN,107,1,3,49299,0,49299,100.0,49299.0,16433.0,Office,49.0,Multifamily Housing,48.0,Restaurant,11.0,,0.0,27.0,4821852.0,90.90000153,9.23,0.19
NonResidential,Supermarket / Grocery Store,SOUTHWEST,19,1,1,31841,0,31841,100.0,31841.0,31841.0,Supermarket/Grocery Store,97.0,Office,3.0,,,,0.0,47.0,13584036.0,426.6000061,404.21,12.69
NonResidential,Mixed Use Property,EAST,28,1,2,21036,0,21036,100.0,21036.0,10518.0,Parking,52.0,Fitness Center/Health Club/Gym,39.0,Office,35.0,,0.0,51.0,2830649.5,134.6000061,78.36,3.73
NonResidential,Mixed Use Property,NORTHEAST,17,1,2,32928,0,32928,100.0,32928.0,16464.0,Parking,74.0,Retail Store,51.0,Office,49.0,9.0,0.0,100.0,5652231.0,172.1000061,39.4,1.2
NonResidential,Warehouse,GREATER DUWAMISH,56,1,1,44476,0,44476,100.0,44476.0,44476.0,Non-Refrigerated Warehouse,93.0,,,,,33.0,0.0,61.0,1529218.125,37.09999847,29.7,0.67
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,47,1,1,35017,0,35017,100.0,35017.0,35017.0,Office,57.0,Non-Refrigerated Warehouse,29.0,Parking,0.0,66.0,0.0,65.0,1394293.5,46.40000153,27.06,0.77
NonResidential,Residence Hall,NORTHEAST,66,1,3,29084,0,29084,100.0,29084.0,9695.0,Residence Hall/Dormitory,89.0,,,,,66.0,0.0,32.0,1741865.25,67.0,60.83,2.09
NonResidential,Worship Facility,SOUTHEAST,53,1,2,22952,0,22952,100.0,22952.0,11476.0,Worship Facility,100.0,Parking,0.0,,,98.0,0.0,23.0,545136.5,23.70000076,19.28,0.84
NonResidential,Warehouse,GREATER DUWAMISH,40,1,1,21040,0,21040,100.0,21040.0,21040.0,Non-Refrigerated Warehouse,100.0,,,,,43.0,0.0,41.0,657383.1875,31.20000076,19.14,0.91
NonResidential,Warehouse,GREATER DUWAMISH,65,1,2,28032,0,28032,100.0,28032.0,14016.0,Non-Refrigerated Warehouse,107.0,,,,,52.0,0.0,33.0,1539819.875,51.29999924,46.61,1.66
NonResidential,Distribution Center,GREATER DUWAMISH,42,1,1,25620,0,25620,100.0,25620.0,25620.0,Distribution Center,100.0,,,,,82.0,0.0,29.0,652579.875,25.5,20.46,0.8
NonResidential,Warehouse,DOWNTOWN,24,1,3,33238,0,33238,100.0,33238.0,11079.0,Non-Refrigerated Warehouse,100.0,,,,,14.0,0.0,100.0,1632472.0,49.09999847,11.38,0.34
NonResidential,K-12 School,EAST,104,1,4,27800,0,27800,100.0,27800.0,6950.0,K-12 School,40.0,,,,,8.0,0.0,41.0,1275996.25,115.0,38.36,1.38
NonResidential,Large Office,DOWNTOWN,16,1,6,706176,0,706176,100.0,706176.0,117696.0,Office,32.0,Parking,11.0,Bank Branch,1.0,82.0,0.0,98.0,13473994.0,59.09999847,92.52,0.13
NonResidential,Supermarket / Grocery Store,SOUTHWEST,18,1,1,33706,0,33706,100.0,33706.0,33706.0,Supermarket/Grocery Store,94.0,,,,,22.0,0.0,61.0,8992072.0,283.2999878,206.33,6.12
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,55,1,2,37600,0,37600,100.0,37600.0,18800.0,Non-Refrigerated Warehouse,49.0,Other,43.0,Office,8.0,,0.0,19.0,2477406.25,65.90000153,93.55,2.49
SPS-District K-12,K-12 School,NORTHWEST,62,1,1,42128,0,42128,100.0,42128.0,42128.0,K-12 School,100.0,,,,,93.0,0.0,48.0,1869043.875,44.40000153,49.55,1.18
NonResidential,Other,EAST,104,1,3,33708,0,33708,100.0,33708.0,11236.0,Other,100.0,,,,,,20.0,68.0,835610.875,24.79999924,19.61,0.58
NonResidential,Other,NORTH,68,1,2,47237,0,47237,100.0,47237.0,23618.0,Other,101.0,,,,,,0.0,100.0,5996179.5,125.8000031,41.7,0.88
NonResidential,Supermarket / Grocery Store,NORTHEAST,19,1,1,76585,38585,38000,50.0,38000.0,38000.0,Supermarket/Grocery Store,54.0,Parking,0.0,,,18.0,0.0,56.0,14368231.0,346.7000122,364.27,4.76
NonResidential,Worship Facility,NORTHEAST,78,1,3,26373,0,26373,100.0,26373.0,8791.0,Worship Facility,100.0,,,,,75.0,0.0,24.0,1172287.125,44.5,38.18,1.45
NonResidential,Small- and Mid-Sized Office,CENTRAL,60,6,2,75868,0,75868,100.0,12645.0,6322.0,Office,66.0,Restaurant,17.0,Retail Store,9.0,,0.0,100.0,3605749.75,47.5,25.14,0.33
NonResidential,Mixed Use Property,EAST,69,1,2,21656,0,21656,100.0,21656.0,10828.0,Other - Entertainment/Public Assembly,26.0,Other - Public Services,26.0,Restaurant,24.0,,0.0,45.0,1607972.25,74.30000305,51.89,2.4
Nonresidential COS,Distribution Center,MAGNOLIA / QUEEN ANNE,95,1,3,23040,0,23040,100.0,23040.0,7680.0,Distribution Center,100.0,,,,,,0.0,89.0,472415.4063,20.5,2.94,0.13
NonResidential,Other,MAGNOLIA / QUEEN ANNE,60,1,2,36771,0,36771,100.0,36771.0,18386.0,Other,95.0,,,,,,0.0,101.0,5400237.5,154.8999939,37.97,1.03
NonResidential,Warehouse,GREATER DUWAMISH,39,1,1,24024,0,24024,100.0,24024.0,24024.0,Non-Refrigerated Warehouse,60.0,Other - Services,40.0,,,,0.0,93.0,404484.4063,16.79999924,2.62,0.11
NonResidential,Warehouse,GREATER DUWAMISH,63,1,1,42420,0,42420,100.0,42420.0,42420.0,Non-Refrigerated Warehouse,65.0,Other,24.0,Office,12.0,34.0,0.0,42.0,1129170.375,26.60000038,29.39,0.69
NonResidential,Distribution Center,GREATER DUWAMISH,37,1,1,36982,0,36982,100.0,36982.0,36982.0,Distribution Center,93.0,Office,7.0,,,,0.0,70.0,405866.9063,11.0,6.88,0.19
NonResidential,Warehouse,GREATER DUWAMISH,52,1,2,23400,0,23400,100.0,23400.0,11700.0,Non-Refrigerated Warehouse,85.0,Office,14.0,Parking,0.0,,0.0,97.0,454896.5,19.5,3.06,0.13
NonResidential,Other,MAGNOLIA / QUEEN ANNE,68,1,2,30720,0,30720,100.0,30720.0,15360.0,Other,92.0,Parking,5.0,Office,3.0,,0.0,25.0,1915150.75,65.80000305,67.15,2.19
NonResidential,Warehouse,GREATER DUWAMISH,44,1,1,23232,0,23232,100.0,23232.0,23232.0,Non-Refrigerated Warehouse,100.0,,,,,,0.0,100.0,127374.0,5.5,0.89,0.04
NonResidential,Warehouse,GREATER DUWAMISH,42,1,1,35046,0,35046,100.0,35046.0,35046.0,Non-Refrigerated Warehouse,93.0,,,,,100.0,0.0,77.0,1092979.75,33.59999847,17.65,0.5
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,55,1,1,25577,0,25577,100.0,25577.0,25577.0,Refrigerated Warehouse,52.0,Non-Refrigerated Warehouse,32.0,Office,16.0,,0.0,82.0,883072.875,34.5,14.19,0.55
NonResidential,Warehouse,GREATER DUWAMISH,42,1,1,43380,0,43380,100.0,43380.0,43380.0,Non-Refrigerated Warehouse,99.0,,,,,89.0,0.0,98.0,412764.8125,9.600000381,2.82,0.07
NonResidential,Small- and Mid-Sized Office,LAKE UNION,21,1,3,20410,0,20410,100.0,20410.0,6803.0,Office,100.0,,,,,8.0,0.0,51.0,2827857.0,138.6000061,77.84,3.81
NonResidential,Small- and Mid-Sized Office,NORTHWEST,33,1,3,24696,6300,18396,74.0,18396.0,6132.0,Office,74.0,Parking,26.0,,,87.0,0.0,100.0,624125.625,33.90000153,4.35,0.18
NonResidential,Worship Facility,NORTHWEST,14,1,1,24955,0,24955,100.0,24955.0,24955.0,Worship Facility,100.0,,,,,47.0,0.0,41.0,773357.0,31.0,21.87,0.88
NonResidential,Other,CENTRAL,25,1,3,34074,0,34074,100.0,34074.0,11358.0,Other/Specialty Hospital,100.0,,,,,,0.0,42.0,8652913.0,253.8999939,286.33,8.4
NonResidential,Hotel,DOWNTOWN,10,1,10,392552,22225,370327,94.0,370327.0,37033.0,Hotel,51.0,Parking,13.0,,,23.0,0.0,63.0,17311366.0,87.30000305,423.57,1.08
NonResidential,Worship Facility,NORTH,55,1,2,76475,0,76475,100.0,76475.0,38238.0,Worship Facility,59.0,Other - Education,41.0,,,,0.0,30.0,1913404.25,25.0,67.33,0.88
NonResidential,K-12 School,NORTH,28,1,2,32961,0,32961,100.0,32961.0,16480.0,K-12 School,100.0,,,,,86.0,0.0,26.0,1719595.125,52.20000076,62.94,1.91
Nonresidential COS,Other,NORTHWEST,12,1,1,27376,14570,12806,47.0,12806.0,12806.0,Library,47.0,Parking,0.0,,,,0.0,58.0,1155795.125,90.30000305,26.67,0.97
Campus,K-12 School,CENTRAL,66,1,1,109794,0,109794,100.0,109794.0,109794.0,K-12 School,100.0,,,,,87.0,0.0,35.0,3657784.25,33.29999924,115.34,1.05
NonResidential,Other,CENTRAL,105,1,3,25200,0,25200,100.0,25200.0,8400.0,Other - Lodging/Residential,100.0,,,,,,0.0,20.0,1407294.875,55.79999924,53.02,2.1
NonResidential,Supermarket / Grocery Store,NORTH,20,1,1,44755,0,44755,100.0,44755.0,44755.0,Supermarket/Grocery Store,105.0,,,,,56.0,0.0,50.0,11943740.0,254.1999969,338.58,7.57
NonResidential,Other,EAST,109,1,2,22320,0,22320,100.0,22320.0,11160.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",100.0,,,,,,0.0,59.0,230988.9063,10.30000019,4.8,0.22
NonResidential,Mixed Use Property,EAST,104,1,3,24000,0,24000,100.0,24000.0,8000.0,Office,50.0,Other,25.0,Retail Store,25.0,,0.0,92.0,952583.5,39.70000076,9.09,0.38
NonResidential,Small- and Mid-Sized Office,EAST,96,1,3,23422,0,23422,100.0,23422.0,7807.0,Office,100.0,,,,,65.0,0.0,12.0,2902229.0,123.9000015,128.07,5.47
NonResidential,Other,EAST,41,5,2,38879,11328,27551,71.0,5510.0,2755.0,Urgent Care/Clinic/Other Outpatient,100.0,,,,,,0.0,91.0,3564727.5,91.69999695,28.79,0.74
NonResidential,Warehouse,EAST,96,1,2,23040,0,23040,100.0,23040.0,11520.0,Non-Refrigerated Warehouse,100.0,,,,,99.0,0.0,91.0,79967.89844,3.5,0.87,0.04
NonResidential,Warehouse,EAST,58,1,2,61880,0,61880,100.0,61880.0,30940.0,Non-Refrigerated Warehouse,100.0,,,,,66.0,0.0,99.0,604190.125,9.800000191,4.15,0.07
NonResidential,Small- and Mid-Sized Office,EAST,91,1,2,27938,0,27938,100.0,27938.0,13969.0,Office,50.0,Retail Store,47.0,,,97.0,0.0,102.0,1002986.375,37.0,7.31,0.26
NonResidential,Other,NORTHEAST,92,1,2,21600,0,21600,100.0,21600.0,10800.0,Other - Services,151.0,Retail Store,45.0,,,,0.0,100.0,1623657.0,38.40000153,11.32,0.52
Nonresidential COS,Other,NORTHEAST,87,1,3,27908,0,27908,100.0,27908.0,9303.0,Other,78.0,,,,,,0.0,44.0,2182493.0,99.69999695,63.22,2.27
Campus,K-12 School,CENTRAL,16,1,2,30562,0,30562,100.0,30562.0,15281.0,K-12 School,100.0,,,,,69.0,0.0,36.0,1824440.125,59.70000076,55.73,1.82
NonResidential,Retail Store,DOWNTOWN,16,1,3,54969,0,54969,100.0,54969.0,18323.0,Retail Store,100.0,,,,,67.0,0.0,91.0,3770784.25,68.59999847,39.31,0.72
NonResidential,K-12 School,CENTRAL,65,1,2,36825,0,36825,100.0,36825.0,18412.0,K-12 School,120.0,Worship Facility,28.0,Social/Meeting Hall,13.0,,0.0,48.0,1892122.25,29.29999924,51.14,1.39
NonResidential,Small- and Mid-Sized Office,EAST,58,1,3,25834,0,25834,100.0,25834.0,8611.0,Office,123.0,,,,,73.0,0.0,55.0,2223401.5,69.90000153,54.02,2.09
NonResidential,Worship Facility,EAST,87,1,1,37700,0,37700,100.0,37700.0,37700.0,Worship Facility,139.0,,,,,38.0,0.0,18.0,4195549.5,80.30000305,150.23,3.98
NonResidential,Small- and Mid-Sized Office,NORTHWEST,34,1,3,25111,0,25111,100.0,25111.0,8370.0,Office,57.0,Non-Refrigerated Warehouse,31.0,Parking,0.0,77.0,0.0,53.0,1060040.75,48.0,24.97,0.99
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,63,1,2,31805,0,31805,100.0,31805.0,15902.0,Worship Facility,100.0,,,,,10.0,0.0,22.0,1888861.125,59.40000153,68.39,2.15
NonResidential,K-12 School,MAGNOLIA / QUEEN ANNE,63,1,1,20811,0,20811,100.0,20811.0,20811.0,K-12 School,100.0,,,,,95.0,0.0,35.0,1441620.0,69.30000305,43.97,2.11
Nonresidential COS,Warehouse,GREATER DUWAMISH,49,1,2,22058,0,22058,100.0,22058.0,11029.0,Non-Refrigerated Warehouse,57.0,Office,33.0,,,1.0,0.0,38.0,2235498.0,112.1999969,66.43,3.01
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,46,1,1,22890,0,22890,100.0,22890.0,22890.0,Refrigerated Warehouse,190.0,Office,13.0,,,,0.0,91.0,9844836.0,212.3999939,119.76,5.23
